,id_paper,Authors
3403,9312194,"['Esko Keski-Vakkuri', 'Samir D. Mathur']"
3404,9312195,['B. Basu-Mallick']
3405,9312196,"['Martin Markl', 'Steve Shnider']"
3406,9312197,['I.G. Korepanov']
3407,9312198,['Hitoshi Nishino']
3408,9312199,"['Changrim Ahn', 'Minoru Horibe', 'Kazuyasu Shigemoto']"
3409,9312200,"['Masako Kawamura', 'Akio Sugamoto', 'Shinichi Nojiri']"
3410,9312201,"['Z. Khviengia', 'E. Sezgin']"
3411,9312202,"['B. Mikhak', 'A.M. Zarkesh']"
3412,9312203,['C. Gasparakis']
3413,9312204,"['Kyung-Hyun Cho', 'Chaiho Rim']"
3414,9312205,"['K.H.Cho', 'Chaiho Rim', 'D.S.Soh', 'S.U. Park']"
3415,9312206,"['G. Barnich', 'M. Henneaux']"
3416,9312207,"['B. Mikhak', 'A.M. Zarkesh']"
3417,9312208,"['H. Awata', 'M. Fukuma', 'S. Odake', 'Y.-H. Quano']"
3418,9312209,['J.-B. Zuber']
3419,9312210,"['S.Kharchev', 'A.Marshakov', 'A.Mironov', 'A.Morozov']"
3420,9312211,['J. Finkelstein']
3421,9312212,['A.Mironov']
3422,9312213,"['A. Mironov', 'A. Morozov', 'L. Vinet']"
3423,9312214,['R. K. Kaul']
3424,9312215,"['P. Ramadevi', 'T.R. Govindarajan', 'R.K. Kaul']"
3425,9401001,['Jorge Ananias Neto']
3426,9401002,"['R. Jackiw', 'Q. Liu', 'C. Lucchesi']"
3427,9401003,"['G. Bonneau', 'G. Valent']"
3428,9401004,['Wolfram Boenkost']
3429,9401005,"['R. Brooks', 'C. Lucchesi']"
3430,9401006,"['T. Curtright', 'C. Zachos']"
3431,9401007,"['A. Anderson', 'B.E.W. Nilsson', 'C.N. Pope', 'K.S. Stelle']"
3432,9401008,['Subir Ghoshal']
3433,9401009,"['S. De Leo', 'P. Rotelli']"
3434,9401010,"['S. Kharchev', 'A.Marshakov']"
3435,9401011,['D. Dalmazi']
3436,9401012,"['Kei-Ichi Kondo', 'Takuya Iizuka', 'Eiji Tanaka', 'Toru Ebihara']"
3437,9401013,['Makoto Natsuume']
3438,9401014,['P.Wegrzyn']
3439,9401015,['J.N. Tavares']
3440,9401016,"['Le Tu Quoc Thang', 'Jun Murakami']"
3441,9401017,"['Alexander Gorsky', 'Nikita Nekrasov']"
3442,9401018,"['R. J. Budzynski', 'W. Kondracki']"
3443,9401019,"['R. J. Budzynski', 'W. Kondracki']"
3444,9401020,['Jaume Garriga']
3445,9401021,"['Alexander Gorsky', 'Nikita Nekrasov']"
3446,9401022,['Harold Roussel']
3447,9401024,"['K. Skenderis', 'P. van Nieuwenhuizen']"
3448,9401025,"['Eric Bergshoeff', 'Ingeborg Entrop', 'Renata Kallosh']"
3449,9401026,['D.Juriev']
3450,9401027,"['M. Cederwall', 'G. Ferretti', 'B.E.W. Nilsson', 'A. Westerberg']"
3451,9401028,['Raiko P. Zaikov']
3452,9401029,"['P. Berglund', 'M. Henningson']"
3453,9401030,"['A. Hanany', 'Y. Oz', 'and M.R. Plesser']"
3454,9401031,"['D.R. Karakhanyan', 'R.P. Manvelyan', 'R.L. Mkrtchyan (Yerevan Physics']"
3455,9401032,"['R.P. Manvelyan', 'R.L. Mkrtchyan (Yerevan Physics Institute)']"
3456,9401033,['Andre Roberge']
3457,9401034,"['S. Randjbar-Daemi', 'J. Strathdee']"
3458,9401035,"['A. Khvedelidze', 'V. Pervushin']"
3459,9401036,['Mihai Visinescu']
3460,9401037,['D. R. Grigore']
3461,9401038,['Weidong Zhao']
3462,9401039,"['R.P. Lano', 'V.G.J. Rodgers']"
3463,9401040,"['T. Gisiger', 'M. B. Paranjape']"
3464,9401041,"['J. Baez', 'W. Taylor']"
3465,9401042,['Volker Schomerus']
3466,9401043,['Valeri V. Dvoeglazov']
3467,9401044,"['Joshua Boorstein', 'David Kutasov']"
3468,9401045,"['G.K. Savvidy', 'R. Schneider']"
3469,9401046,"['Y. Frishman', 'A. Hanany', 'J. Sonnenschein']"
3470,9401047,"['Denis Juriev (Yurev', 'Mathematical Division', 'Research Institute for']"
3471,9401048,"['Bruno Iochum', 'Thomas Schucker']"
3472,9401049,['Tomasz Brzezinski']
3473,9401050,"['A. Kundu', 'P. Truini']"
3474,9401051,"['N. Brambilla', 'P.Consoli', 'G.M. Prosperi']"
3475,9401052,"['N.N. Nikolaev (1,2)', 'B.G. Zakharov (1,2)', 'V.R.Zoller (1,3) ((1)']"
3476,9401053,"['A.N.Kapustin', 'P.I.Pronin']"
3477,9401054,['Vu B Ho']
3478,9401055,['Bernd Bruegmann']
3479,9401056,"['E. Elizalde', 'S.D. Odintsov', 'Yu.I. Shilnov']"
3480,9401057,"['E. Elizalde', 'S.D. Odintsov']"
3481,9401058,"['H. Aratyn', 'E. Nissimov', 'S. Pacheva']"
3482,9401059,['Jacobus Verbaarschot']
3483,9401060,['Lev Rozansky']
3484,9401061,['Lev Rozansky']
3485,9401062,"['Michael R. Douglas (Rutgers)', 'Keke Li (IAS)', 'Matthias Staudacher']"
3486,9401063,"['T. Kashiwa', 'S. Sakoda', 'S. V. Zenkin']"
3487,9401064,"['H.Kawabe', 'T.Kobayashi', 'N.Ohtsubo']"
3488,9401065,"['C. Duval', 'P.A. Horvathy', 'L. Palla']"
3489,9401066,"['A Kundu', 'Orlando Ragnisco']"
3490,9401067,"['D. Juriev (Yurev; Mathematical Division', 'Research Institute for']"
3491,9401068,"['J. S. Apps', 'J. S. Dowker']"
3492,9401069,"['T. Damour', 'A. M. Polyakov']"
3493,9401070,"['L. Susskind', 'J. Uglum']"
3494,9401071,['Mikhail S.Volkov']
3495,9401072,"['Curtin Callan', 'Frank Wilczek']"
3496,9401073,['Michael R. Douglas (Rutgers)']
3497,9401074,"['Lee Brekke', 'Michael J. Dugan', 'Tom D. Imbo']"
3498,9401075,"['Mark Evans', 'Ioannis Giannakis', 'D. V. Nanopoulos']"
3499,9401076,['I. G. Korepanov']
3500,9401077,"['Tatsuhiro Nakajima', 'Hirofumi Yamada (Tokyo Metropolitan U.)']"
3501,9401078,['M.R. Niedermaier']
3502,9401079,"['Vincenzo Branchina', 'Janos Polonyi']"
3503,9401080,"['L.V. Bogdanov (International Institute for Nonlinear Sciences', 'the']"
3504,9401081,"['K. Schoutens', 'E. Verlinde', 'H. Verlinde']"
3505,9401082,['A. Candiello']
3506,9401083,"['V. Mukhanov', 'A. Wipf']"
3507,9401084,['R. Paunov']
3508,9401085,['Markus J. Pflaum']
3509,9401086,['M. Cavicchi']
3510,9401087,['Phung Ho Hai (Munich Univ.)']
3511,9401088,"['A. Dubikovsky', 'K. Sveshnikov']"
3512,9401089,"['A. Dubikovsky', 'K. Sveshnikov']"
3513,9401090,"['Rashmi Ray', 'Gil Gat']"
3514,9401091,"['I.T. Ivanov', 'U. Lindstrom', 'M. Rocek']"
3515,9401092,['Jacobus Verbaarschot']
3516,9401093,['Ian I. Kogan']
3517,9401094,['Naoki Sasakura']
3518,9401095,"['P. Ramadevi', 'T. R. Govindarajan', 'R. K. Kaul']"
3519,9401096,['Yoshiyuki Watabiki']
3520,9401097,"['Taro Kashiwa', 'Yasushi Takahashi']"
3521,9401098,"['Alok Kumar', 'Swapna Mahapatra']"
3522,9401099,"['E. Alvarez', 'J.M. Gracia-Bond{\\i}a', 'C.P. Mart{\\i}n']"
3523,9401100,"['Zbigniew Jaskolski', 'Krzysztof A. Meissner']"
3524,9401101,['A. A. Vladimirov']
3525,9401102,"['Sumit R. Das', 'Sudipta Mukherji']"
3526,9401103,"['Alexander Astashkevich', 'V. Sadov']"
3527,9401104,"['L. Girardello', 'A. Zaffaroni']"
3528,9401105,"['C.P. Burgess', 'F. Quevedo']"
3529,9401106,['Jisuke Kubo']
3530,9401107,['K.Zarembo']
3531,9401109,['S.W. Hawking']
3532,9401110,"['P.Schaller', 'T.Strobl']"
3533,9401111,"['Steven L. Carbon', 'Charles B. Thorn']"
3534,9401112,['Shahn Majid']
3535,9401113,"['Chanju Kim', 'Yoonbai Kim']"
3536,9401114,['Tom H. Koornwinder']
3537,9401115,['S.G.Rajeev']
3538,9401117,"['E. Billey', 'J. Avan', 'O. Babelon']"
3539,9401118,['A. Gonzalez-Ruiz']
3540,9401120,['Patrick McGraw']
3541,9401121,['W. Lerche']
3542,9401122,"['Kyung-Hyun Cho', 'Chaiho Rim']"
3543,9401123,"['M.V. Cougo-Pinto', 'C. Farina', 'A.J. Segui-Santonja']"
3544,9401124,['A.V. Yung']
3545,9401125,"['D. Kabat', 'M. J. Strassler']"
3546,9401126,['Paul F. Mende']
3547,9401127,"['I. Ya. Arefeva', 'G. E. Arutyunov', 'P. B. Medvedev']"
3548,9401128,"['V. Bardek', 'S. Meljanac', 'A. Perica (Rudjer Boskovic Institute,']"
3549,9401129,"['V.S. Dotsenko', 'G. Harris', 'E. Marinari', 'E. Martinec', 'M. Picco', 'P.']"
3550,9401130,['Sergey Piunikhin']
3551,9401131,['S.F. Ross']
3552,9401132,"['D.M. Gitman', 'A.E. Gon\\c{c}alves', 'I.V. Tyutin']"
3553,9401133,['Julie D. Blum']
3554,9401134,"['Miao Li', 'Chung-I Tan']"
3555,9401135,['Ulf H. Danielsson']
3556,9401136,"['N.A.Papadopoulos', 'J.Plass', 'F.Scheck']"
3557,9401137,"['J. Ambjorn', 'B. Durhuus', 'T. Jonsson']"
3558,9401138,['Ashok Das']
3559,9401139,"['A. Giveon', 'M. Porrati', 'E. Rabinovici']"
3560,9401140,"['S. Emery', 'O. Piguet']"
3561,9401141,"['C. Chryssomalakos', 'Peter Schupp', 'Bruno Zumino']"
3562,9401142,['V.A.Kudryavtsev']
3563,9401143,"['J.-P. Kownacki', 'A. Krzywicki']"
3564,9401144,['Jacek Pawe\\l czyk']
3565,9401145,['Andrzej Sitarz']
3566,9401146,['Andrzej Sitarz']
3567,9401147,"['Ashok Das', 'Jnanadeva Maharana']"
3568,9401148,['O.F. Dayi']
3569,9401149,"['A. Dimakis', 'F. Muller-Hoissen']"
3570,9401150,"['A. Dimakis', 'F. Muller-Hoissen']"
3571,9401151,"['A. Dimakis', 'F. Muller-Hoissen']"
3572,9401152,['F. Muller-Hoissen']
3573,9401153,"['K. G. Wilson', 'T. Walhout', 'A. Harindranath', 'W. M. Zhang', 'R. J. Perry']"
3574,9401154,['Kareljan Schoutens']
3575,9401155,"['Sean M. Carroll', 'Daniel Z. Freedman', 'Miguel E. Ortiz', 'and Don N. Page']"
3576,9401156,"['Ana Lopez', 'A.G.Rojo', 'Eduardo Fradkin']"
3577,9401157,"['Jnanadeva Maharana', 'Lambodhar P. Singh']"
3578,9401158,"['M. Alimohammadi', 'F. Ardalan (Institute for Studies in Theoretical']"
3579,9401159,['J.S.Dowker']
3580,9401160,"['Orit Levin', 'Asher Peres (Department of Physics', 'Technion - Israel']"
3581,9401161,"['Joaquim Gomis', 'Jordi Par{\\i}s']"
3582,9401162,"['J.W.Goodison', 'D.J.Toms']"
3583,9401163,"['P. Di Francesco', 'M. Gaudin', 'C. Itzykson', 'F. Lesage']"
3584,9401164,['H.J. Boonstra']
3585,9401165,['B. Eynard']
3586,9401166,['M. Gaberdiel']
3587,9401167,['Adel Bilal']
3588,9401168,['Miroslav Doresic']
3589,9402001,"['H.Awata', 'M.Fukuma', 'Y.Matsuo', 'S.Odake']"
3590,9402002,['Ashoke Sen']
3591,9402003,['F. D. T. Smith']
3592,9402004,['J. L. F. Barbon']
3593,9402005,"['V.Kaplunovsky', 'J.Louis']"
3594,9402006,"['Keith R. Dienes (Institute for Advanced Study', 'Princeton)']"
3595,9402007,"['J.-P. Derendinger', 'F. Quevedo', 'M. Quiros']"
3596,9402008,['Jacobus Verbaarschot']
3597,9402009,['S. Kalyana Rama']
3598,9402010,"['R. Kirschner', 'L.N. Lipatov', 'L. Szymanowski']"
3599,9402011,"['Giovanni Felder', 'V. Pasquier']"
3600,9402012,"['Jin-Ho Cho', 'Seungjoon Hyun', 'Jae-Kwan Kim']"
3601,9402013,"['Miroslav Doresic,Stjepan Meljanac', 'Marijan Milekovic']"
3602,9402014,"['D. Bonatsos', 'C. Daskaloyannis ', 'D. Ellinas', 'A. Faessler']"
3603,9402015,['Robert J. Perry']
3604,9402016,['I. Bakas']
3605,9402017,['Thomas Kerler']
3606,9402018,['Thomas Kerler']
3607,9402019,['Kentaro Hori']
3608,9402020,['G. Amelino-Camelia']
3609,9402021,['Takahiro Shiota']
3610,9402023,['Luca Lusanna']
3611,9402024,"['A. P. Isaev', 'A. A. Vladimirov']"
3612,9402025,"['S.M. Roy', 'Virendra Singh']"
3613,9402026,"['Kazuhiro Hikami', 'Miki Wadati']"
3614,9402027,"['T. Gannon', 'Q. Ho-Kim']"
3615,9402028,['C. P. Korthals-Altes']
3616,9402029,"['A. Bassetto', 'F. De Biasio', 'L. Griguolo']"
3617,9402030,"['A.S.Cattaneo', 'A.Gamba', 'M.Martellini']"
3618,9402031,['Konstadinos Sfetsos']
3619,9402032,['Ashoke Sen']
3620,9402033,['Leonardo Castellani']
3621,9402034,"['S. Randjbar-Daemi', 'J. Strathdee']"
3622,9402036,['Yoav Peleg']
3623,9402037,"['A. Kempf', 'Shahn Majid']"
3624,9402038,['Q-Han Park']
3625,9402039,['Werner Nahm']
3626,9402040,"['Pierre Minnaert', 'Stoyan Toshev']"
3627,9402041,"['T. Karki', 'A. J. Niemi']"
3628,9402042,"['Fiorenzo Bastianelli', 'Nobuyoshi Ohta', 'Jens Lyng Petersen']"
3629,9402043,['I. G. Korepanov']
3630,9402044,['Nathan Seiberg']
3631,9402045,"['P. Fendley', 'H. Saleur']"
3632,9402046,"['Giovanni Landi', 'Nguyen Ai Viet', 'Kameshwar C.Wali']"
3633,9402047,['Yoshitaka Okumura']
3634,9402048,['Yoshitaka Okumura']
3635,9402049,"['Dongsu Bak', 'Choonkyu Lee']"
3636,9402050,"['Jun Nishimura', 'Shinya Tamura', 'Asato Tsuchiya']"
3637,9402051,['C. Schwiebert']
3638,9402052,['B. Durhuus']
3639,9402053,"['H.J. de Vega', 'Luca Mezincescu', 'Rafael I. Nepomechie']"
3640,9402054,['M. A. Semenov-Tian-Shansky']
3641,9402055,"['Gil Gat', 'O.W. Greenberg']"
3642,9402056,"['Eduardo Ramos', 'Sonia Stanciu']"
3643,9402057,"['Dongsu Bak', 'R. Jackiw', 'So-Young Pi']"
3644,9402058,['M. R. Niedermaier']
3645,9402059,"['D.Dalmazi', 'A.de Souza Dutra']"
3646,9402060,['A. P. Isaev']
3647,9402061,['Igor Vaysburd']
3648,9402062,['Andreas Albrecht']
3649,9402063,['Michel Dubois-Violette']
3650,9402064,"['S.Krivonos', 'A.Sorin']"
3651,9402065,"['W. Bietenholz', 'J.J. Giambiagi']"
3652,9402066,['A.V.Smilga']
3653,9402067,['A. A. Vladimirov']
3654,9402068,['M. Henneaux']
3655,9402069,['Piotr Podles']
3656,9402070,"['L. D. Faddeev', 'P. N. Pyatov']"
3657,9402071,"['A. Agodi', 'G. Andronico', 'M. Consoli']"
3658,9402072,['W. Bietenholz']
3659,9402073,"['I. Antoniadis', 'S. Ferrara', 'C. Kounnas']"
3660,9402074,['Terry Gannon']
3661,9402075,['P.A.Shah']
3662,9402076,['Uwe Grimm']
3663,9402077,['Ulrich Ellwanger']
3664,9402078,"['J. Baacke', 'S. Junker']"
3665,9402079,"['G. Papadopoulos', 'B. Spence']"
3666,9402080,['C. Kounnas']
3667,9402081,['M. Matone']
3668,9402082,['A.A. Tseytlin']
3669,9402083,"['A. Zadra', 'E. Abdalla']"
3670,9402084,['T.J. Hollowood']
3671,9402085,['Alexander Vilenkin']
3672,9402086,"['E. Elizalde', 'Yu. Kubyshin']"
3673,9402087,"['E. Elizalde', 'S.D. Odintsov', 'A. Romeo', 'Yu.I. Shilnov']"
3674,9402088,"['Gerald B. Cleaver', 'Philip J. Rosenthal']"
3675,9402089,['Mirjam Cvetic']
3676,9402090,['S. U. Park']
3677,9402091,['Krzysztof Gawedzki']
3678,9402092,"['Takanori Sugihara', 'Masayuki Matsuzaki', 'and Masanobu Yahiro']"
3679,9402093,"['J. M. F. Labastida', 'M. Marino']"
3680,9402094,['Uwe Grimm']
3681,9402095,['A. Mikovic']
3682,9402096,['Yutaka Hosotani']
3683,9402097,"['Matthias Blau', 'George Thompson']"
3684,9402098,"['Jose M. Gracia-Bondia', 'Joseph C. Varilly']"
3685,9402099,"['Dennis Bonatsos', 'C. Daskaloyannis', 'P. Kolokotronis', 'D. Lenis']"
3686,9402100,"['J. Navarro-Salas', 'M. Navarro', 'C. F. Talavera', 'V. Aldaya']"
3687,9402101,['Anjan Kundu']
3688,9402102,"['J.M.Aroca', 'H. Fort']"
3689,9402103,"['J.M.Aroca', 'H. Fort']"
3690,9402104,['Louis Crane']
3691,9402105,['Branko Urosevic (Brown University)']
3692,9402106,['Robert Rudd']
3693,9402107,"['Stefan Cordes', 'Gregory Moore', 'Sanjaye Ramgoolam']"
3694,9402108,"['T. Fujiwara', 'Y. Igarashi', 'M. Koseki', 'R. Kuriki', 'and T. Tabei']"
3695,9402109,['Yigal Shamir']
3696,9402110,['Christian Grosche']
3697,9402111,"['V.B.Kuznetsov', 'A.V.Tsiganov']"
3698,9402112,['J Hoppe']
3699,9402113,"['Curtis G. Callan', 'Igor R. Klebanov', 'Andreas W. W. Ludwig', 'Juan M.']"
3700,9402114,['Maximilian Kreuzer']
3701,9402115,"['Andrei Linde', 'Dmitri Linde']"
3702,9402116,"['A. Ballesteros', 'F.J. Herranz', 'M.A. del Olmo', 'M. Santander']"
3703,9402117,['Chanju Kim']
3704,9402118,"['Fiorenzo Bastianelli', 'Nobuyoshi Ohta']"
3705,9402119,"['Brian R. Greene', 'David R. Morrison', 'M. Ronen Plesser']"
3706,9402120,"['C. Klimcik', 'A.A. Tseytlin']"
3707,9402121,"['C.Grosche', 'G.S.Pogosyan', 'A.N.Sissakian']"
3708,9402122,['Mans Henningson']
3709,9402123,['V.G.Ksenzov']
3710,9402124,['Marcelo R. Ubriaco']
3711,9402125,"['A. Mezhlumian', 'A. Peet', 'L. Thorlacius']"
3712,9402126,"['Nicolai Reshetikhin', 'Alexander Varchenko']"
3713,9402127,"['A. Ballesteros', 'Enrico Celeghini', 'F. J. Herranz', 'M. A. del Olmo', 'M.']"
3714,9402128,['L.Chandar']
3715,9402129,"['Won Tae Kim', 'Choonkyu Lee']"
3716,9402130,['Denis Juriev']
3717,9402132,['Marc de Montigny']
3718,9402133,"['H. Lu', 'C.N. Pope', 'X.J. Wang', 'S.C. Zhao']"
3719,9402134,"['Peter Schupp', 'Paul Watts']"
3720,9402135,"['Christopher King', 'Ambar Sengupta']"
3721,9402136,"['D. A. Lowe', 'L. Susskind', 'J. Uglum']"
3722,9402137,"['M. S. Ody', 'L. H. Ryder']"
3723,9402138,"['Danny Birmingham', 'Mark Rakowski']"
3724,9402140,['Ambar Sengupta']
3725,9402141,"['T. Kawano', 'Y. Kikukawa']"
3726,9402142,['B. Basu-Mallick']
3727,9402143,['G. von Gehlen']
3728,9402144,"['D. Bernard', 'A. Leclair']"
3729,9402145,['B. Enriquez']
3730,9402146,"['N. R. F. Braga', 'H. Montani']"
3731,9402147,"['M. Kontsevich', 'Yu. Manin']"
3732,9402148,"['Toshiya Kawai', 'Kenji Mohri']"
3733,9402149,['Tadashi OKAI']
3734,9402150,['I.L.Shapiro']
3735,9402151,"['S. Bellucci,V. Gribanov,S. Krivonos', 'A. Pashnev']"
3736,9402152,"['R. Amorim', 'J. Barcelos-Neto']"
3737,9402153,"['Jurgen Fuchs', 'Alexander Ganchev', 'and Peter Vecsernyes']"
3738,9402154,"['E. Elizalde', 'A.G. Jacksenaev', 'S.D. Odintsov', 'I.L. Shapiro']"
3739,9402155,['E. Elizalde']
3740,9402156,"['Makoto Natsuume', 'Joseph Polchinski']"
3741,9403001,['Anjan Kundu']
3742,9403002,"['L.C. Albuquerque', 'C. Farina', 'S.J. Rabello']"
3743,9403003,"['P. Winternitz', 'G. Rideau']"
3744,9403004,"['A. Yu. Orlov', 'P. Winternitz']"
3745,9403005,"['A. Yu. Orlov', 'P. Winternitz']"
3746,9403006,['Rodolfo Gambini']
3747,9403007,['F. D. T. Smith']
3748,9403008,"['Kazuo Ghoroku', 'Arne L. Larsen']"
3749,9403009,"['Jan Govaerts', 'Maher S. Rashid']"
3750,9403010,"['R. Jackiw', 'V. P. Nair']"
3751,9403011,['Vitaly Tarasov']
3752,9403012,"['J.O. Madsen', 'E. Ragoucy']"
3753,9403013,['Leon Takhtajan']
3754,9403014,['Hitoshi Nishino']
3755,9403016,['Masoud Alimohammadi']
3756,9403017,['A.Johansen']
3757,9403018,"['V. Mukhanov', 'A. Wipf', 'A. Zelnikov']"
3758,9403019,"['J. C. Brunelli', 'Ashok Das']"
3759,9403020,['Lev Rozansky']
3760,9403021,['Lev Rozansky']
3761,9403022,"['Hubert Saleur', 'Sergei Skorik']"
3762,9403023,['John Palmer']
3763,9403025,['Hiroo Azuma']
3764,9403026,"['Jean-Loup Gervais', 'Jean-Francois Roussel']"
3765,9403027,"['Detlev Buchholz', 'Jakob Yngvason']"
3766,9403028,"['Martin Cederwall', 'Christian R. Preitschopf']"
3767,9403029,"['Romain Attal', 'Laurent Baulieu']"
3768,9403030,['D.R.D. Scott']
3769,9403031,"['Daniel Z. Freedman', 'Ramzi R. Khuri']"
3770,9403032,['Z. Bajnok']
3771,9403033,['Gaetano Fiore']
3772,9403034,"['C.Bachas', 'T.N.Tomaras']"
3773,9403035,['Satoshi Matsuda']
3774,9403036,['Roberto Zucchini']
3775,9403037,['Toshihiro Sasada']
3776,9403038,"['Alex C. Kalloniatis', 'Hans-Christian Pauli', 'Stephen Pinsky']"
3777,9403039,"['A. Liguori', 'M. Mintchev']"
3778,9403040,['Michael B. Green']
3779,9403041,"['A.A. Kehagias', 'P.A.A. Meessen']"
3780,9403042,['Sergey V. Shabanov']
3781,9403043,['E. Ramos']
3782,9403044,"['S. Boukraa', 'J-M. Maillard', 'G. Rollet']"
3783,9403045,"['D. Cangemi', 'R. Jackiw']"
3784,9403046,['R. Jackiw']
3785,9403047,"['D. Nemeschansky', 'N.P. Warner']"
3786,9403048,['Nemanja Kaloper']
3787,9403049,"['G. Delfino', 'G. Mussardo', 'P. Simonetti']"
3788,9403050,"['Avinash Dhar', 'Gautam Mandal', 'Spenta R. Wadia']"
3789,9403051,['D.Juriev (D.V.Yurev)']
3790,9403052,"['Frank W. Nijhoff', 'Gen-Di Pang (Universitaet-GH Paderborn)']"
3791,9403054,"['Eva Silverstein', 'Edward Witten']"
3792,9403056,"['Igor V. Barashenkov (University of Cape Town)', 'Alexander O. Harin']"
3793,9403057,"['Tomoyuki Inui', 'Akika Nakamichi']"
3794,9403058,"['James H. Horne', 'Gregory Moore']"
3795,9403059,['S.V.Kozyrev']
3796,9403061,"['G. Au', 'B. Spence']"
3797,9403062,"['Klaus Kirsten', 'Sergei Odintsov']"
3798,9403063,"['A.Bartoli', 'J.Julve']"
3799,9403064,"['Jintai Ding', 'Pavel Etingof']"
3800,9403065,['C. R. Hagen']
3801,9403066,"['A. Yu. Alekseev', 'H. Grosse', 'V. Schomerus']"
3802,9403067,"['A.P. Balachandran', 'G. Bimonte', 'E. Ercolessi', 'G. Landi', 'F. Lizzi', 'G.']"
3803,9403068,['Denis Juriev']
3804,9403069,"['N. Banerjee', 'R. Banerjee', 'S. Ghosh']"
3805,9403070,['Brian Dolan']
3806,9403071,['Masato Shimono']
3807,9403073,['A. Berkovich']
3808,9403074,"['M. Bonini', 'M. DAttanasio', 'G. Marchesini']"
3809,9403075,"['P. Furlan', 'A.Ch. Ganchev', 'V.B. Petkova']"
3810,9403076,"['R.Shankar', 'H.Mathur']"
3811,9403077,['I.L.Shapiro']
3812,9403078,['Hiroshi Nohara']
3813,9403079,['M. Matone']
3814,9403080,['Johan van de Leur']
3815,9403081,"['Oleg Andreev', 'Boris Feigin']"
3816,9403082,"['R. Kirschner', 'L. N. Lipatov', 'L. Szymanowski']"
3817,9403083,['M.A.Soloviev']
3818,9403084,['Barry M. McCoy']
3819,9403085,"['C.S.Aulakh', 'V.Soni']"
3820,9403086,"['Hiroshi Kunitomo', 'Makoto Sakaguchi', 'Akira Tokura']"
3821,9403087,['Yuval Neeman']
3822,9403088,['P.Montague']
3823,9403089,"['Fumihiko Sugino', 'Osamu Tsuchiya']"
3824,9403090,['J. S. Apps']
3825,9403091,"['S. Anderegg', 'V. Mukhanov']"
3826,9403092,['Jose Gaite']
3827,9403093,"['M. Schlieker', 'Bruno Zumino']"
3828,9403094,"['Omar Foda', 'K. Iohara', 'M. Jimbo', 'R. Kedem', 'T. Miwa', 'H. Yan']"
3829,9403095,['A.S. Yelkhovsky']
3830,9403096,"['S. Hosono', 'A. Klemm', 'S. Theisen']"
3831,9403097,['O. A. Soloviev']
3832,9403098,"['Naohito Nakazawa', 'Eisaku Sakane']"
3833,9403099,"['V.A.Fateev', 'V.A.Kazakov', 'P.B.Wiegmann']"
3834,9403100,['A. Huffmann']
3835,9403101,['A.G.Bytsko']
3836,9403102,['A.Varchenko']
3837,9403103,"['Jin-Ho Cho', 'Seungjoon Hyun', 'Hyuk-Jae Lee']"
3838,9403104,"['Dongsu Bak', 'Oren Bergman']"
3839,9403105,['Nicolai Reshetikhin']
3840,9403106,['Hideaki Aoyama']
3841,9403107,"['Anatol N. Kirillov', 'Nadejda A. Liskova']"
3842,9403108,"['C. Holzhey', 'F. Larsen', 'F. Wilczek']"
3843,9403109,"['Amine M. El Gradechi', 'Luis M. Nieto']"
3844,9403110,['Daniel Arnaudon']
3845,9403111,"['Sen-Ben Liao', 'Janos Polonyi']"
3846,9403112,"['Donald Marolf', 'Jose M. Mourao']"
3847,9403113,"['M. Cadoni', 'S. Mignemi']"
3848,9403114,"['B. Jurco', 'P. Stovicek']"
3849,9403115,"['M. A. Lledo', 'A. Resturccia']"
3850,9403116,"['M. Asorey', 'F. Falceto', 'J.L. Lopez', 'G. Luzon']"
3851,9403117,"['M. Asorey', 'F. Falceto', 'J.L. Lopez', 'G. Luzon']"
3852,9403118,['A. N. Leznov']
3853,9403119,['Michael R. Douglas']
3854,9403120,['Jacek Dziarmaga']
3855,9403121,['T. Strobl']
3856,9403122,['Michio Kaku']
3857,9403123,['P. Aspinwall']
3858,9403124,['Matthias Doerrzapf']
3859,9403125,['Ali Yegulalp']
3860,9403126,"['Antti J. Niemi', 'O. Tirkkonen']"
3861,9403127,['Jacek Dziarmaga']
3862,9403128,"['G.Bimonte', 'G.Lozano']"
3863,9403129,['Melanie Becker']
3864,9403130,['C. Viallet']
3865,9403131,"['D. Kapetanakis', 'G. Koutsoumbas', 'A. Lukas', 'P. Mayr']"
3866,9403132,"['E. Elizalde', 'S.D. Odintsov']"
3867,9403133,"['J. Ellis', 'N.E. Mavromatos', 'D.V. Nanopoulos']"
3868,9403134,"['D. B. Fairlie', 'A. N. Leznov']"
3869,9403135,"['Pavel Etingof', 'Kostantin Styrkas']"
3870,9403136,['Ivan Cherednik']
3871,9403137,"['Thomas M. Fiola', 'John Preskill', 'Andrew Strominger', 'and Sandip P.']"
3872,9403138,"['Silvio J. Rabello', 'Arvind N. Vaidya']"
3873,9403139,"['M.Hotta', 'M.Shino', 'and M.Yoshimura']"
3874,9403140,['N. Aizawa']
3875,9403141,"['H. Dorn', 'H.-J. Otto']"
3876,9403142,['R. Coquereaux']
3877,9403143,['Frank De Jonghe']
3878,9403145,['V.P.Nair']
3879,9403146,['V.P.Nair']
3880,9403147,"['Martin Lavelle', 'David McMullan']"
3881,9403148,['D.Juriev (D.V.Yurev)']
3882,9403149,"['Marek P. Grabowski', 'Pierre Mathieu']"
